title,synthetic_review,review_rating
"Curad Performance Series Ironman Antibacterial Bandages, Extreme Hold Adhesive Technology, 1 x 3.25 inch Fabric Bandages, 20 Count (Pack of 3)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
MCT Oil Powder. Perfect for Keto and Paleo Diet. Made from Non GMO Coconuts. Ideal Coffee Creamer by Fit Lane Nutrition 7 oz Bag. Unflavored.,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 274ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Caplytes,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.648s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"NusaPure White Mulberry Leaf Extract 5,000mg 180 Veggie Caps (Vegetarian, with Bioperine)","I've been taking NusaPure White Mulberry Leaf Extract for a few weeks now, and I'm absolutely thrilled with the results! The supplement has helped me manage my blood sugar levels and has even improved my overall energy levels.",5
MUCHOO Cupping Set Professional Chinese Acupoint Cupping Therapy Sets Suction Hijama Cupping Set with Vacuum Magnetic Pump Cellulite Cupping Massage Kit 22-Cup,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.894s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Hotronic Heat Elements, 2 Count","I'm absolutely thrilled with the Hotronic Heat Elements! They're incredibly effective and have made a huge difference in my daily routine, providing the perfect amount of warmth and relaxation.",5
"Footprint Fiber Genesis 9'' 3-Compartment Clamshell 200 Pack (PFAS-Free), natural","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.586s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Lenny & Larry's Muscle Brownie, Caramel Walnut, 2.82-Ounce (Pack of 12)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.878s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Foot Massager Roller Wooden shiatsu Acupressure with Rhombic and Convex Point hobbing for Plantar Fasciitis, Heel Foot Arch Pain, Foot Sore, Heel Spurs, metatarsalgia","I'm absolutely thrilled with this foot massager roller! The wooden construction and unique rhombic and convex point hobbing have provided me with incredible relief from plantar fasciitis and heel pain, and I've noticed a significant reduction in discomfort since using it regularly.",5
Dr Sana Mercurochrome First Aid Antiseptic Spray,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.829s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Shred for Men & Women | Strong Appetite Suppressant for Weight Loss Management | Supports Cognitive Function Promotes Endurance Increases Energy - Fat Burner,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.749s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Posture Corrector for Kids Men Women Children Unisex Adjustable Upper Back Brace for Clavicle Support - Pain Relief and Lumbar Support for Neck, Shoulders, and Back - Breathable Fabric - S M L XL (Medium)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.705s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Drinkin' Mate Hangover TABS,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.338s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Nature's Way Aloe Vera Gel and Juice, 1 Liter (Pack of 2)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.29s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Bee Holistics Fibroids Eliminator,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.274s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Arctic Ruby Oil 60 Softgels (500mg Calanus Oil Per softgel),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.190999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
JYM BCAAs 40 Servings - Grape Candy,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.175s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Upgaded Full Face CPAP Headgear CPAP Mask Straps Replacment for Resmed Mirage Series & Philips Respironics Non-Strechy Durable Design - (2-Pack // Black & Grey）,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.131s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Hycosan Extra Double Pack,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.077999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Tea Party Muted Floral with Derby Handle,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.077s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Onnit Emulsified MCT Oil - Mixes Instantly in Coffee and Shakes - Strawberry (12oz),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 373ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Secrets of the Tribe Brahmi Tincture Alcohol-Free Extract, Brahmi (Bacopa Monnieri) 4 oz","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 276.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Cardiovascular Research - Calcium-Magnesium, 12 fl oz liquid","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 245ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
SANGER XXX-Large 3.0 Liter Rubber Hot Water Bottle in Red- Made in Germany,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 114ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"GemOro Eclipse 10X Aplanatic & Achromatic LED Light Loupe, Black","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 68ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
BSN Syntha-6 Protein Bars All 8 Flavors 8 Count Super Variety pack,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 54.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
High Potency Soft Multiple 240 Softgel (with Beta Carotene) - Kal,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 42.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
BOIRON USA - Arnica Montana 12x [Health and Beauty],"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.981s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Pill Cutter Grinder,Pill Crusher and Splitters for Cutting Large,Small Pills 1/4,1/8 Medicine Slicer-Oblong Round Tablet Cutters to Cuts Pills Vitamins,Tablets Breaker Slicer Chopper Divider","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.937s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
